userid,churn,age,rent_or_own,trivia_played,trivia_shared_results,trivia_view_unlocked,trivia_view_results,cards_share,cards_viewed,cards_helpful,cards_not_helpful,cards_clicked,has_used_mobile,has_used_web,used_android,used_ios,more_than_one_mobile_device,payfreq,loan_pending,withdrawn_application,paid_off_loan,did_not_accept_funding,zodiac_sign,un_linked_account,re_linked_account,cash_back_engagement,has_referred
3167,1,22.0,na,1,0,49,0,0,153,0,0,8,1,0,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.8,1
3170,1,24.0,R,0,0,15,0,0,155,0,0,2,1,1,0,1,2,Monthly,0,0,0,0,Libra,0,0,1.2,1
3172,1,33.0,R,0,0,0,0,1,194,0,0,37,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,2.1,0
3175,1,47.0,R,0,0,46,0,0,197,0,0,39,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,1.73,1
3181,1,33.0,O,15,0,90,15,0,213,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.83,0
3187,1,25.0,R,10,2,21,10,0,147,0,0,6,1,0,1,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,1.47,1
3189,1,36.0,R,0,0,0,0,0,78,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,1.4300000000000002,0
3205,1,29.0,R,0,0,0,0,0,169,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.83,0
3207,1,26.0,O,0,0,65,0,0,180,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,0.5700000000000001,1
3209,1,25.0,R,13,0,64,12,0,220,0,0,23,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.33,1
3211,1,29.0,O,0,0,0,0,0,238,2,0,37,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,1,1,2.33,0
3213,1,32.0,R,0,0,161,0,0,304,0,0,19,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.17,0
3215,1,21.0,na,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
3220,1,31.0,na,0,0,20,0,0,20,0,0,9,1,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.71,1
3224,1,35.0,O,0,0,0,0,1,203,0,0,5,1,0,0,1,0,Bi-Weekly,0,1,0,0,Scorpio,0,0,2.1,0
3231,1,36.0,R,0,0,61,0,0,119,0,0,8,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,1.27,0
3236,1,25.0,na,0,0,0,0,0,60,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.97,1
3237,1,39.0,na,0,0,0,0,0,65,0,0,2,1,1,0,1,2,na,0,0,0,0,Leo,0,0,0.87,0
3240,1,60.0,R,0,0,0,0,1,136,0,0,17,1,1,1,0,2,Weekly,0,0,0,0,Taurus,0,0,1.53,0
3243,1,21.0,O,0,0,49,0,0,115,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.2,1
3244,1,27.0,R,1,0,55,1,0,126,0,0,12,1,0,0,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.8,0
3248,1,33.0,R,0,0,0,0,0,117,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.5699999999999998,0
3253,1,22.0,na,1,0,30,1,0,66,0,0,5,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,0.8,0
3257,1,27.0,na,0,0,34,0,0,109,0,0,3,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,0.83,0
3270,1,29.0,na,0,0,0,0,0,106,0,0,0,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,1.17,0
3282,1,40.0,R,6,1,46,6,0,91,0,0,9,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.93,0
3297,1,23.0,na,4,0,31,4,0,51,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.83,0
3301,1,31.0,na,0,0,0,0,2,174,0,0,34,1,1,1,0,2,Weekly,0,0,0,0,Libra,0,0,1.77,0
3302,1,33.0,na,0,0,0,0,0,171,0,0,15,1,1,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,1.47,0
3304,1,25.0,na,1,0,71,1,0,110,0,0,12,1,1,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.53,0
3305,1,47.0,na,2,2,8,2,0,23,0,0,6,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.23,1
3312,1,30.0,R,0,0,74,0,0,205,0,0,11,1,0,1,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,0.97,0
3316,1,23.0,O,13,12,37,13,0,46,0,0,21,1,1,1,0,4,Weekly,0,0,0,0,Libra,0,0,0.53,1
3318,1,23.0,na,0,0,0,0,0,164,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,2.07,0
3323,1,26.0,R,0,0,0,0,4,245,0,0,32,1,1,1,1,3,Bi-Weekly,0,0,1,0,Libra,0,0,2.2,0
3328,1,36.0,na,0,0,0,0,1,120,0,0,11,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.4,0
3334,1,23.0,R,3,0,88,3,0,131,0,0,15,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.4,1
3340,1,26.0,na,0,0,0,0,0,10,0,0,0,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,0,0,0.06999999999999999,0
3345,1,29.0,na,0,0,5,0,0,10,0,0,1,1,1,1,0,2,na,0,0,0,0,Leo,0,0,0.0,0
3349,1,29.0,na,10,1,35,10,0,139,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.4300000000000002,0
3352,1,42.0,R,20,0,218,15,0,301,0,0,60,1,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,1.13,1
3356,1,24.0,na,1,0,34,1,0,224,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.8,0
3363,1,24.0,na,6,0,57,6,0,133,0,0,4,1,1,0,1,0,na,0,0,0,0,Aries,0,0,1.2,1
3371,1,90.0,R,0,0,74,0,0,154,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.5,0
3377,1,36.0,R,13,6,99,13,0,237,0,0,10,1,1,0,1,3,Semi-Monthly,0,0,0,0,Scorpio,0,0,1.97,1
3381,1,24.0,R,0,0,0,0,1,66,0,0,7,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,1.1,1
3382,1,20.0,R,0,0,0,0,0,45,0,0,6,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.47,1
3384,1,22.0,R,0,0,0,0,0,94,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,0.93,0
3388,1,47.0,na,0,0,0,0,1,56,0,0,11,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,0.43,0
3391,1,19.0,na,0,0,0,0,0,101,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.27,0
3401,1,37.0,R,3,0,60,3,0,252,0,0,23,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,2.03,1
3402,1,25.0,R,7,2,93,6,0,128,0,0,30,1,1,1,1,2,na,0,0,0,0,Libra,0,0,0.3,1
3404,1,45.0,R,0,0,0,0,0,85,0,0,11,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.5,0
3406,1,28.0,R,1,1,115,1,0,127,0,0,19,1,1,1,0,2,Monthly,0,0,0,0,Gemini,0,0,0.8,1
3407,1,39.0,na,0,0,17,0,0,41,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.3,0
3415,1,31.0,na,0,0,0,0,0,146,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.53,0
3418,1,40.0,O,0,0,0,0,0,113,0,0,3,1,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.5699999999999998,0
3421,1,27.0,na,0,0,0,0,0,5,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,1,0,Aries,0,0,0.23,0
3429,1,27.0,na,0,0,0,0,0,122,0,0,1,1,0,0,1,2,Semi-Monthly,0,0,0,0,Cancer,0,0,1.5699999999999998,0
3434,1,36.0,na,0,0,0,0,0,78,0,0,3,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,2.83,0
3444,1,23.0,R,0,0,0,0,0,73,0,0,18,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.93,0
3445,1,47.0,na,0,0,0,0,1,108,0,0,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,0.93,0
3446,1,25.0,R,28,0,37,27,0,128,0,0,9,1,1,0,1,0,Semi-Monthly,0,0,0,0,Leo,1,0,1.03,1
3449,1,29.0,na,0,0,17,0,0,10,0,0,1,1,1,1,0,2,Monthly,0,0,0,0,Cancer,0,0,0.16999999999999998,0
3451,1,20.0,na,0,0,10,0,0,5,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Virgo,0,0,4.0,0
3452,1,41.0,R,0,0,81,0,0,244,0,0,17,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.17,1
3453,1,36.0,R,24,1,109,24,0,172,0,0,24,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.2,1
3456,1,27.0,R,0,0,6,0,0,16,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.7,0
3457,1,47.0,R,0,0,0,0,0,113,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.37,0
3459,1,27.0,R,0,0,0,0,1,221,0,0,10,1,1,0,1,5,Weekly,0,0,0,0,Leo,0,0,1.9,1
3463,1,53.0,na,0,0,2,0,0,31,0,0,6,1,1,1,0,0,na,0,0,0,0,Taurus,1,0,0.3,0
3467,1,23.0,R,2,1,1,2,0,46,0,0,7,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.47,0
3468,1,21.0,R,1,0,54,1,0,96,0,0,11,1,0,1,0,0,na,0,0,0,0,Aquarius,0,0,0.83,1
3470,1,26.0,na,0,0,11,0,0,43,0,0,2,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.7,0
3475,1,27.0,R,10,0,32,10,0,89,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.1,0
3476,1,23.0,R,23,0,92,23,0,140,0,0,19,1,1,1,0,3,Weekly,0,0,0,0,Cancer,0,0,1.03,0
3478,1,37.0,na,1,0,3,0,0,59,0,0,7,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,0.63,0
3483,1,26.0,na,0,0,20,0,0,28,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.33,0
3492,1,36.0,R,0,0,0,0,0,101,0,0,15,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.0699999999999998,0
3495,1,21.0,R,0,0,5,0,0,65,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.77,0
3501,1,51.0,R,0,0,0,0,0,274,0,0,29,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,2.13,0
3502,1,24.0,O,0,0,0,0,2,139,1,0,11,1,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.53,0
3507,1,26.0,na,1,1,80,1,0,133,0,0,13,1,1,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,1.0699999999999998,1
3513,1,29.0,na,0,0,0,0,0,24,0,0,4,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,0.5,0
3514,1,33.0,R,7,0,97,7,0,193,0,0,23,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,1.6,1
3515,1,19.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
3519,1,38.0,R,0,0,0,0,1,143,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,1,1.37,0
3522,1,26.0,R,0,0,0,0,0,66,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Cancer,1,0,0.97,0
3523,1,37.0,O,0,0,0,0,0,259,1,2,21,1,0,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,2.23,0
3525,1,29.0,R,0,0,131,0,0,235,0,0,11,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.07,0
3527,1,30.0,R,0,0,60,0,0,99,0,0,4,1,0,0,1,2,na,0,0,0,0,Pisces,0,0,0.93,0
3530,1,31.0,R,26,0,64,26,0,159,0,0,19,1,0,1,0,2,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.97,0
3534,1,24.0,na,0,0,14,0,0,10,0,0,0,1,0,0,1,3,Weekly,0,0,0,0,Aquarius,0,0,0.29,1
3542,1,42.0,R,0,0,126,0,0,238,0,0,5,1,0,1,0,2,Monthly,0,0,0,0,Gemini,1,0,1.37,1
3543,1,25.0,na,0,0,1,0,0,53,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.5700000000000001,0
3548,1,38.0,na,0,0,0,0,0,230,2,0,29,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.2,0
3555,1,35.0,R,0,0,0,0,0,204,0,0,15,1,1,1,0,3,Weekly,0,0,0,0,Leo,0,0,2.13,0
3556,1,26.0,na,0,0,12,0,0,16,0,0,0,1,1,1,0,4,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.16999999999999998,0
3564,1,43.0,R,0,0,0,0,1,146,0,0,6,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.37,0
3567,1,29.0,R,0,0,26,0,0,109,0,0,3,1,1,0,1,2,Weekly,0,0,0,0,Pisces,0,0,0.7,0
3576,1,22.0,na,0,0,5,0,0,63,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.77,0
3579,1,30.0,O,0,0,0,0,0,225,0,0,32,1,1,0,1,2,Weekly,0,0,0,0,Gemini,0,0,2.2,0
3582,1,34.0,R,2,2,65,2,0,238,0,0,31,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.7,0
3586,1,25.0,R,0,0,0,0,0,98,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,1,0,Cancer,1,0,1.47,0
3587,1,29.0,na,0,0,19,0,0,19,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.6,0
3597,1,33.0,R,0,0,0,0,0,63,0,0,4,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.83,0
3599,1,37.0,na,0,0,4,0,0,1,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.13,0
3604,1,25.0,R,14,0,111,14,0,212,0,0,22,1,1,0,1,0,na,0,0,0,0,Aries,1,0,1.8,1
3613,1,29.0,na,0,0,24,0,0,171,0,0,52,1,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.8,0
3615,1,25.0,R,0,0,0,0,0,139,0,0,8,1,1,1,0,2,Bi-Weekly,0,0,0,0,Cancer,0,0,1.83,0
3618,1,27.0,R,0,0,51,0,0,71,0,0,11,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,0.0,1
3625,1,26.0,R,1,0,51,1,0,124,0,0,12,1,1,0,1,0,Bi-Weekly,0,0,1,0,Virgo,0,0,0.53,0
3632,1,30.0,na,0,0,0,0,0,199,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.1,0
3638,1,24.0,R,0,0,19,0,0,31,0,0,10,1,0,1,0,0,na,0,0,0,0,Gemini,0,0,0.4,1
3639,1,32.0,R,0,0,0,0,0,257,0,0,15,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,2.57,1
3641,1,34.0,R,1,0,57,1,0,182,0,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.53,0
3644,1,30.0,na,3,0,52,3,0,70,0,0,10,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,0.4,0
3649,1,33.0,R,0,0,0,0,0,148,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,1,2.07,0
3655,1,27.0,R,54,0,97,54,0,251,0,0,39,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,2.07,1
3659,1,28.0,na,1,0,68,1,0,149,0,0,10,1,0,1,1,3,Bi-Weekly,0,0,0,0,Taurus,1,0,1.7,0
3660,1,49.0,na,0,0,38,0,0,46,0,0,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,0.5700000000000001,1
3669,1,23.0,R,0,0,41,0,0,170,0,0,8,1,0,0,1,4,Bi-Weekly,0,0,0,0,Virgo,0,0,1.33,1
3673,1,24.0,na,0,0,0,0,0,140,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,1.47,0
3675,1,20.0,na,0,0,35,0,0,69,0,0,5,1,1,0,1,0,na,0,0,1,0,Sagittarius,0,0,0.94,0
3682,1,22.0,na,0,0,1,0,0,152,0,0,8,1,0,1,1,2,Weekly,0,0,0,0,Gemini,0,0,1.4300000000000002,0
3683,1,49.0,R,33,0,32,33,0,178,0,0,66,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,1,0,1.33,1
3684,1,24.0,na,16,1,28,16,0,80,0,0,5,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,1,0,0.27,1
3686,1,37.0,na,0,0,3,0,0,17,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.03,0
3687,1,32.0,na,0,0,76,0,0,240,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,2.07,0
3696,1,29.0,na,0,0,6,0,0,22,0,0,3,1,1,1,0,3,na,0,0,0,0,Aries,0,0,0.16999999999999998,1
3699,1,21.0,na,0,0,8,0,0,71,0,0,4,1,0,0,1,0,Weekly,0,0,0,0,Virgo,1,0,0.27,1
3700,1,30.0,na,0,0,2,0,0,137,0,0,0,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,1.27,0
3701,1,41.0,R,0,0,0,0,0,60,0,0,7,1,1,0,1,0,Semi-Monthly,0,0,0,0,Leo,1,0,0.6,1
3706,1,41.0,R,0,0,0,0,1,230,0,0,31,1,1,0,1,2,Bi-Weekly,0,0,1,0,Gemini,0,0,1.87,0
3711,1,35.0,na,17,0,64,16,0,130,0,0,8,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,1.0,0
3715,1,21.0,R,0,0,0,0,0,53,0,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.8,0
3721,1,34.0,O,26,0,53,26,0,154,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aries,0,0,1.7,0
3724,1,36.0,na,0,0,0,0,0,39,0,0,10,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,1,0.74,0
3727,1,28.0,na,0,0,0,0,1,24,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.63,0
3729,1,41.0,R,0,0,10,0,0,37,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.37,0
3739,1,27.0,R,1,0,31,1,0,62,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.5700000000000001,1
3740,1,46.0,na,0,0,0,0,0,153,0,0,6,1,0,0,1,3,Bi-Weekly,0,0,0,0,na,0,0,0.0,0
3741,1,37.0,na,0,0,0,0,0,58,0,0,6,1,0,0,1,0,Monthly,0,0,0,0,Virgo,0,0,0.87,0
3744,1,27.0,na,5,0,20,5,0,39,0,0,0,1,1,1,0,0,Monthly,0,1,0,0,Gemini,0,0,2.0,0
3747,1,36.0,R,3,0,0,3,0,112,0,0,27,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.8,0
3755,1,40.0,O,2,0,61,2,0,218,0,0,8,1,1,1,1,2,Weekly,0,0,0,0,Sagittarius,1,0,1.93,1
3756,1,30.0,O,1,0,54,0,0,215,0,0,31,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,1.9,0
3757,1,24.0,R,0,0,0,0,0,211,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.27,0
3758,1,24.0,R,0,0,92,0,0,194,0,0,2,1,0,0,1,2,na,0,0,0,0,Taurus,0,0,1.4,1
3759,1,49.0,na,0,0,0,0,0,264,0,0,32,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,2.13,1
3766,1,26.0,R,0,0,36,0,0,56,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.73,0
3773,1,20.0,R,0,0,6,0,0,197,0,0,28,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.73,1
3777,1,28.0,R,0,0,126,0,0,214,0,0,21,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,0.77,1
3780,1,25.0,na,0,0,0,0,0,15,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,1,0,0.33,0
3785,1,24.0,na,0,0,0,0,0,5,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.13,0
3786,1,19.0,R,3,1,52,3,0,64,0,0,25,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,1,0,0.9,1
3787,1,33.0,R,26,8,36,26,0,130,0,0,16,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.33,0
3790,1,21.0,R,0,0,5,0,0,7,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.13,0
3797,1,35.0,na,0,0,0,0,1,153,0,0,13,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,2.1,0
3798,1,27.0,R,2,0,1,2,0,134,0,0,10,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.33,1
3799,1,20.0,na,0,0,0,0,0,6,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.33,0
3802,1,31.0,R,0,0,0,0,0,183,0,0,4,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,2.07,0
3804,1,21.0,R,0,0,1,0,0,47,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.4,0
3810,1,29.0,R,3,0,60,3,0,202,0,0,8,1,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.83,1
3811,1,27.0,O,0,0,0,0,1,13,0,0,2,1,1,1,0,2,Bi-Weekly,0,0,0,0,na,0,0,0.2,0
3812,1,47.0,O,0,0,114,0,0,310,0,0,29,1,1,1,0,0,Monthly,0,0,0,0,Sagittarius,0,0,1.47,1
3813,1,33.0,na,0,0,0,0,0,156,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.8,0
3819,1,23.0,R,1,0,23,1,0,118,0,0,7,1,1,0,1,2,na,0,0,0,0,Leo,0,0,0.93,1
3824,1,62.0,na,15,0,0,14,0,286,0,0,15,1,1,0,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,2.2,0
3831,1,28.0,R,0,0,0,0,0,181,0,0,23,1,1,1,0,3,Semi-Monthly,0,0,0,0,Libra,0,0,1.83,0
3835,1,29.0,na,2,0,40,2,0,99,0,0,8,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,0.8,1
3840,1,23.0,na,0,0,0,0,0,92,0,0,9,1,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.03,1
3842,1,43.0,R,0,0,0,0,3,240,1,0,50,1,1,0,1,0,Monthly,0,0,0,0,Libra,1,0,2.83,0
3847,1,50.0,na,1,0,5,1,0,5,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Libra,1,0,0.23,0
3850,1,30.0,R,0,0,15,0,0,232,0,0,24,1,1,0,1,3,Semi-Monthly,0,0,0,0,Aquarius,1,0,1.9,1
3851,1,27.0,R,5,4,21,5,0,47,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.3,1
3857,1,32.0,R,5,0,12,5,0,25,0,0,1,1,0,1,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,0.5,0
3859,1,34.0,na,0,0,23,0,0,59,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.3,1
3861,1,41.0,na,0,0,5,0,0,124,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aries,0,0,1.17,0
3862,1,31.0,na,0,0,7,0,0,108,0,0,6,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.67,1
3863,1,27.0,na,0,0,9,0,0,37,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,1,0,0.73,0
3868,1,27.0,na,0,0,0,0,0,27,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.5,0
3871,1,53.0,na,0,0,0,0,0,231,0,0,24,1,1,1,0,2,Monthly,0,0,0,0,Scorpio,0,0,1.87,1
3889,1,21.0,R,25,1,61,25,0,162,0,0,16,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,1
3891,1,23.0,R,0,0,0,0,0,27,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.03,0
3896,1,38.0,na,0,0,0,0,0,215,0,1,39,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.43,0
3897,1,37.0,R,0,0,0,0,0,20,0,0,9,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.77,0
3901,1,33.0,R,0,0,7,0,0,78,0,0,2,1,1,0,1,2,na,0,0,0,0,Libra,0,0,1.03,0
3904,1,24.0,R,0,0,19,0,0,45,0,0,2,1,1,1,0,2,na,0,0,0,0,Cancer,0,0,0.47,0
3905,1,24.0,O,34,3,129,34,0,228,0,0,71,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.73,1
3910,1,26.0,R,0,0,0,0,0,210,0,0,16,1,1,1,1,2,na,0,0,0,0,Gemini,0,0,2.23,0
3913,1,33.0,R,0,0,30,0,0,45,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.4,0
3921,1,51.0,O,1,0,151,1,0,193,0,0,26,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.53,1
3923,1,35.0,R,30,1,45,30,0,170,0,0,18,1,1,0,1,3,na,0,0,0,0,Leo,0,0,0.83,0
3925,1,26.0,R,0,0,0,0,0,7,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,1
3929,1,21.0,na,0,0,2,0,0,4,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.0,0
3932,1,35.0,na,0,0,0,0,1,62,0,0,9,1,1,1,0,2,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.87,0
3935,1,39.0,na,0,0,12,0,0,126,0,0,11,1,0,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,1.27,0
3939,1,38.0,na,12,1,116,12,0,176,0,0,16,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.4,0
