Id,longitude,latitude,median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
15071,-122.21,38.28,35,1273,210,555,181,44861,269300
15668,-120.96,37.59,11,4236,879,2410,850,23849,122000
6156,-117.92,33.75,23,893,223,1149,216,26442,156300
5022,-117.91,33.82,32,2696,640,2330,626,29479,184600
18704,-117.03,32.72,38,886,176,505,188,35938,125400
10257,-118.24,34.15,7,2063,670,1892,643,17301,202300
15418,-122.45,37.7,16,6457,1336,4375,1231,51788,267000
338,-117.89,33.89,17,1671,192,678,206,131107,467600
9005,-122.31,40.49,18,4026,718,1731,705,33500,118400
133,-122.18,40.02,30,1952,397,961,333,22500,68200
13947,-118.33,33.97,44,2526,579,1423,573,25363,158800
20113,-117.06,32.58,17,2724,567,2213,554,38529,147700
16456,-118.27,34.1,41,3729,740,1364,707,57778,412700
17084,-117.93,33.74,5,639,197,666,197,33017,87500
1759,-117.98,34.1,22,5661,1209,5389,1178,37727,159700
20300,-119.29,34.45,26,2849,535,1383,532,26892,230800
11380,-121.42,38.57,38,1878,338,710,342,37731,161400
4231,-122.47,37.65,27,8103,1655,5023,1605,46452,236200
13251,-121.48,38.57,47,2438,804,1148,747,14301,141700
5901,-119.31,34.41,22,2612,494,1361,439,41319,245000
8001,-118.05,34.08,30,1572,427,1857,428,24914,159200
4715,-118.12,33.8,36,1257,205,530,211,53701,251400
15705,-118.63,34.18,32,1646,242,697,233,66689,433000
7795,-122.49,37.76,49,1724,295,795,297,43977,353600
4887,-118.06,34.08,37,778,205,850,198,25118,180500
12799,-122.82,38.61,41,2720,501,987,364,40294,201700
9459,-117.86,33.88,19,1621,328,871,322,37361,201400
7513,-118.08,33.82,26,4259,588,1644,581,62519,345700
14542,-118.19,34.19,34,2061,260,825,254,150001,500001
13931,-121.94,37.29,20,710,188,363,176,40961,214100
2204,-116.33,33.72,11,12327,2000,2450,1139,74382,353100
20071,-117.53,34.06,18,5605,1303,4028,1145,29386,116400
9768,-122.06,37.3,11,5488,706,1947,641,107326,500001
11719,-118.43,34.04,52,1782,308,735,307,52954,485100
830,-118.22,33.98,34,2225,753,2980,736,16685,128800
3659,-119.01,35.38,44,434,110,274,86,11943,57500
4704,-120.43,36.18,29,579,116,218,99,21458,104200
18427,-123.39,38.99,28,1416,294,812,258,34063,109400
15660,-118.19,34.06,37,1715,456,2052,440,23125,116100
16315,-122.49,37.78,47,2695,643,1505,644,30877,329100
7500,-118.41,34.03,36,3053,635,1234,577,51637,500001
10766,-118.38,34.08,25,4625,1307,1739,1191,33989,485000
5758,-121.95,37.35,52,2382,523,1096,492,42656,236100
14127,-122.27,37.88,44,2252,592,989,550,30132,272900
18295,-118.46,34.2,13,2926,816,1867,802,35255,202700
17834,-118.37,33.92,39,1073,206,556,204,48611,245600
4983,-120.95,37.74,18,3453,666,1958,601,30043,156500
6988,-122.02,37.99,37,2247,416,1237,397,44500,161900
12955,-121.99,37.35,18,1712,509,972,467,43971,238900
7237,-119.59,36.52,35,990,192,674,178,33214,101600
100,-118.15,34.67,5,12317,2953,6291,2654,35732,146900
666,-118.22,34.08,34,1709,562,2105,503,19704,152100
4347,-121.71,38.56,20,8627,1516,4071,1466,42198,164100
2970,-117.89,33.98,5,3088,711,1415,641,25125,184500
4387,-117.91,33.78,26,4297,1037,3596,967,30450,184000
14778,-121.34,37.97,33,2493,454,1203,436,37650,94600
17482,-118.26,33.96,39,1255,323,902,327,15812,94000
3875,-117.39,33.95,35,3306,680,1742,673,37109,109100
4250,-120.3,37.99,23,1908,383,984,374,25170,153500
20032,-117.08,33.08,23,3400,501,1383,488,49844,249100
20503,-122.42,37.77,52,1925,568,867,515,28790,450000
19798,-121.34,37.99,14,3111,498,1178,525,65560,234700
683,-118.29,33.74,29,1503,411,1368,390,21473,195300
9309,-117.9,34.13,37,1801,422,1564,425,31597,133000
15440,-118.49,34.05,42,1918,216,632,224,150001,500001
13308,-121.92,37.25,34,2231,360,1035,365,47916,243200
2312,-119.26,34.28,41,2822,564,1288,541,30799,254100
3648,-117.65,34.11,28,2788,370,1140,385,53368,233500
6994,-119.81,36.7,52,314,57,178,66,12404,52500
7714,-122.63,38.23,45,2264,504,1076,472,30139,194100
40,-116.91,32.86,10,3699,838,2310,759,25365,139500
7708,-122.26,37.45,17,2742,441,986,421,59285,496000
10913,-121.59,38.69,32,541,82,229,98,80379,383300
15528,-117.19,33.64,12,1481,265,757,243,32350,210700
12417,-119.93,36.32,25,8363,1636,7679,1580,20285,106300
7100,-121.07,39.09,17,1878,345,892,299,28864,143100
12175,-121.96,37.28,33,1940,327,877,314,54386,280400
17892,-117.22,32.86,4,16289,4585,7604,4176,36287,280800
19842,-122.48,38.31,29,2375,560,1124,502,23276,166200
1612,-115.69,32.79,18,1564,340,1161,343,21791,55200
10273,-118.22,34.09,42,1706,488,1941,447,25213,149700
1882,-117.75,33.64,9,2499,492,1111,542,55342,182300
5645,-122.34,37.95,45,1128,240,702,270,36719,134100
15533,-118.46,34.16,38,1495,300,598,280,34698,265400
17809,-118.19,33.94,45,1871,371,1315,382,33661,160800
9806,-121.48,38.62,23,7709,1279,4147,1262,38272,96600
10228,-118.32,34.11,48,4472,1579,2796,1397,23974,410700
11982,-117.93,34.06,28,3342,688,2210,647,34596,202800
1049,-121.31,37.94,41,375,108,323,98,19531,45000
18533,-118.15,34.02,43,2172,605,2386,597,28239,150600
1292,-122.22,38.15,7,5129,820,2824,738,55138,171100
7110,-118.37,34.05,41,2369,544,1252,522,29883,296100
6517,-122.64,38.24,40,1974,410,1039,398,37917,151600
20225,-121.93,37.7,3,2456,582,793,456,44086,225600
1796,-118.36,33.98,46,1425,283,782,273,50570,246300
2007,-117.01,32.84,23,1951,395,901,378,31023,143300
4162,-122.17,37.88,32,3633,508,1393,506,76917,401800
8439,-122.14,37.43,18,2060,563,1144,600,40686,378600
20209,-118.36,33.9,42,1935,388,1136,379,47400,230000
1606,-122.02,37.89,29,6349,858,2450,778,75000,356200
6875,-117.01,32.85,23,2592,414,1401,431,54903,151400
11962,-121.56,38.26,43,1906,327,996,314,29744,136800
4372,-118.0,33.74,25,2767,346,1148,372,63940,316700
3231,-121.98,37.24,35,3574,485,1325,476,85425,500001
6151,-121.84,37.27,16,2429,387,1293,363,55000,253200
12862,-118.87,35.37,14,2458,433,1352,411,35441,87000
8960,-118.1,34.07,29,1179,313,1255,308,25964,176800
5831,-118.45,34.03,45,727,168,520,175,26528,300000
1628,-121.32,37.97,46,2270,427,1097,453,33235,87800
19859,-118.17,33.98,41,428,111,585,139,31786,132100
6725,-116.99,33.92,26,503,69,293,59,37083,147500
37,-118.13,33.96,38,1040,202,557,228,40000,254700
3970,-122.12,37.75,28,794,111,329,109,76923,329800
14158,-117.24,34.13,26,3774,716,1913,620,33534,98900
18180,-117.11,32.75,46,695,182,601,195,24219,90600
12212,-117.73,34.07,33,1921,489,1430,467,23405,122600
10232,-122.92,39.05,38,3131,624,1591,568,25457,80700
603,-118.38,34.02,31,1893,450,819,426,43077,140600
18301,-118.39,33.97,44,1097,186,513,185,62350,361400
3996,-121.9,37.44,4,1646,408,853,410,50820,265500
1635,-117.71,33.61,26,3046,726,888,663,26848,74100
20307,-117.11,32.71,30,1729,457,1673,460,17000,85900
15981,-121.62,39.76,14,2063,559,934,529,17788,85800
18993,-117.29,34.17,35,4174,847,2127,778,32232,88300
16980,-124.35,40.54,52,1820,300,806,270,30147,94600
5603,-122.44,37.76,50,2589,569,945,544,52519,376600
3497,-122.45,37.76,51,2564,457,810,442,56235,500001
668,-122.08,37.36,31,2717,376,1001,381,92810,500001
17021,-117.06,32.6,24,1088,268,1095,246,24190,107300
3505,-121.24,37.81,6,3883,800,2319,787,35595,161000
9876,-117.33,34.41,13,3684,604,1767,585,37478,113500
19941,-121.07,38.9,52,1280,281,523,266,17375,122200
10447,-121.44,37.73,7,8363,1314,3907,1068,53320,208100
20580,-118.53,34.26,18,3674,577,1590,550,81760,308400
19080,-118.09,33.75,32,6239,974,2615,950,66188,380000
18499,-117.94,33.8,28,2914,489,1500,499,49429,254800
19069,-120.95,37.64,32,3487,740,1957,685,27209,88300
10792,-117.73,34.01,36,2340,392,1213,388,41250,213000
5707,-117.78,33.71,16,2207,291,1081,308,73518,331200
14330,-118.36,33.98,29,2861,816,1715,775,27712,160900
4997,-122.02,37.31,35,2355,384,1248,378,59714,332500
10006,-122.2,37.79,44,1621,452,1354,491,26190,134700
18348,-118.44,34.3,38,1595,314,1181,327,34000,155500
5518,-122.12,40.14,34,1950,407,1029,376,25197,82300
12429,-122.04,37.38,38,2850,550,1518,514,42028,273600
1281,-121.89,37.29,38,1568,351,710,339,27042,286600
3033,-122.76,38.46,14,4794,767,2252,768,42061,213100
15751,-117.14,32.72,45,1140,310,840,339,16156,156300
18731,-117.09,32.66,38,833,206,570,182,18333,127100
10763,-121.52,38.58,24,938,275,508,253,16420,32500
11750,-124.15,40.79,37,2692,488,1263,486,30216,86400
1646,-118.12,34.08,36,2433,585,1565,563,32344,234900
7916,-118.5,33.97,29,2737,808,1157,696,51280,500001
16125,-122.25,37.77,52,859,157,429,158,43098,197900
13235,-114.6,33.62,16,3741,801,2434,824,26797,86500
12593,-121.08,38.89,41,3471,753,1680,710,26701,139000
4843,-117.97,34.05,33,1452,268,1274,278,36563,162700
13473,-116.87,33.91,37,1858,361,1632,310,27536,73100
18845,-122.73,38.42,26,1446,296,884,295,43522,150000
6028,-117.26,32.95,15,1036,149,395,157,58343,500001
15227,-122.19,37.44,38,3383,456,1203,465,93198,500001
7576,-118.25,34.12,11,1281,418,1584,330,28889,153100
17861,-117.31,34.13,38,1287,284,1047,269,22865,65500
8922,-118.16,33.96,24,1635,507,2480,481,24432,187500
6376,-122.16,37.79,22,12842,2048,4985,1967,59849,371000
16581,-118.41,33.88,34,1471,308,498,264,70842,500001
627,-118.1,33.91,35,1653,325,1072,301,32708,159700
6713,-118.08,33.92,34,2118,437,1414,442,37238,166800
282,-122.09,37.4,24,3983,1126,2645,1072,36742,275000
13998,-117.52,33.89,2,17978,3217,7305,2463,51695,220800
5889,-117.46,33.94,35,1566,294,1056,279,35227,105400
5421,-122.68,38.36,8,7520,1336,3833,1287,43278,184100
1472,-117.36,33.18,39,1546,291,833,308,28893,185400
10339,-117.38,33.2,17,1877,581,1288,426,19386,106300
12852,-117.87,33.75,26,411,114,448,95,17019,350000
9049,-118.11,33.73,32,1258,333,645,334,50476,500001
11510,-119.18,34.21,30,1096,231,741,229,38625,234700
2551,-117.89,33.92,34,1473,312,1025,315,38333,170400
15279,-118.18,33.93,31,1516,400,1820,398,21641,122900
125,-120.65,38.5,10,1783,337,638,262,26500,116700
12897,-117.05,32.57,13,2880,576,2450,567,31696,138000
15800,-117.84,33.76,14,1458,423,615,365,42798,218800
19520,-117.78,33.86,16,3471,708,1769,691,41064,246100
2992,-120.8,37.61,30,918,154,469,139,39688,175000
5445,-118.31,33.8,29,2795,572,1469,557,37167,308900
11460,-119.2,34.26,13,3009,588,1439,607,41845,199500
9445,-121.96,38.35,20,1415,266,667,250,40938,117300
15639,-121.95,37.26,10,3611,803,1599,716,52000,248700
9251,-121.37,38.57,22,4899,847,1701,826,52449,387000
13366,-123.73,39.44,32,790,151,380,142,27000,165000
6392,-123.83,41.88,18,1504,357,660,258,31300,116700
11017,-121.89,37.34,46,1197,416,898,370,21714,190600
16740,-118.01,33.69,3,945,115,337,123,115199,500001
3741,-119.56,36.71,29,1963,392,1208,398,25741,73000
19845,-118.08,33.93,34,1558,375,1179,337,32188,165100
11375,-122.26,37.51,46,672,149,351,136,53263,258100
2416,-122.29,37.88,48,2365,490,1034,475,31065,229200
1869,-118.29,34.04,48,1353,488,1945,487,24359,123700
6567,-121.43,39.18,36,1124,184,504,171,21667,93800
11803,-118.42,34.28,34,1999,427,2391,439,28000,144300
997,-122.45,37.73,52,2510,438,1153,407,51238,335100
14232,-119.48,36.44,22,1389,290,1185,271,20857,49200
10181,-121.07,39.2,45,204,62,133,51,10000,90600
867,-117.81,33.63,17,4477,610,1798,612,81093,410400
7730,-120.99,37.67,16,568,124,307,116,21518,107400
2405,-117.35,33.64,23,6859,1535,3405,1351,25395,109200
2723,-117.96,33.7,23,2622,445,1103,407,47250,289600
20625,-118.24,33.89,32,1132,266,1211,279,21838,98300
7918,-117.13,32.7,48,786,230,917,231,18750,75600
18816,-122.01,37.92,18,2808,337,1038,337,83956,353600
427,-118.08,33.84,31,2906,578,1806,553,48448,194600
9085,-118.13,33.8,36,1026,182,505,176,43438,233600
16694,-118.35,34.1,20,2745,782,1161,739,39044,436400
2044,-120.6,34.91,44,711,140,384,116,21094,73800
19694,-118.23,34.11,31,1021,191,495,191,55051,223500
15967,-121.2,39.23,9,2802,447,955,418,52359,213300
5106,-121.89,37.38,3,4778,1047,2522,990,57695,271400
3816,-117.69,34.1,17,3759,1035,1722,847,26074,137500
968,-122.27,37.83,48,1798,432,987,374,10972,104500
12621,-121.83,37.29,10,1828,453,1356,409,45942,123500
400,-118.18,33.86,39,2925,732,1702,642,23750,160800
526,-118.31,33.81,30,1773,356,905,352,43056,336000
5100,-117.98,33.68,14,3396,477,1542,472,73982,369100
385,-122.01,37.29,31,3136,431,1190,412,75000,500001
14757,-120.74,39.9,23,1017,218,387,152,22656,88200
10189,-117.79,33.75,26,2955,377,1074,373,93844,500001
18936,-117.87,33.72,37,2216,497,2445,506,38421,174000
2871,-117.22,32.73,38,3966,768,1640,729,38409,291400
1678,-118.2,34.04,44,1399,386,1419,373,18224,143800
17317,-119.32,36.19,11,3136,620,2013,583,33350,69700
10682,-121.98,38.29,4,8778,1291,4010,1188,54399,187100
4047,-118.29,33.83,24,4092,893,2819,893,41378,216500
4970,-120.46,37.33,4,786,116,368,109,63215,138200
4331,-115.53,32.97,34,2231,545,1568,510,15217,60300
15403,-117.9,33.88,34,1396,245,661,261,46750,215400
6067,-121.29,38.67,20,1992,363,889,346,36516,130500
3669,-121.02,37.09,17,1118,270,560,244,20216,112500
19284,-118.08,34.11,42,2628,525,1494,523,39464,257200
153,-118.47,34.16,30,3823,740,1449,612,46000,392500
18720,-118.18,33.85,44,1890,465,1378,430,38819,143200
6727,-117.37,33.19,33,2205,453,1138,439,28819,208600
7294,-117.77,33.67,12,4329,1068,1913,978,45094,160200
17,-117.77,33.7,3,3636,749,1486,696,55464,207500
14239,-118.27,34.1,50,2113,398,793,418,47131,304600
9287,-118.34,34.1,28,2223,752,1271,684,25434,232100
20213,-121.95,36.98,34,3745,958,1622,802,31546,261200
9602,-121.44,38.58,42,2334,435,892,446,30208,148800
11512,-118.38,33.97,42,1859,337,813,326,60190,294500
5343,-119.76,36.79,26,3654,837,1976,830,21544,72800
3564,-119.3,36.57,32,728,136,461,149,30156,109100
235,-117.68,33.47,7,4458,731,1731,704,61260,285600
4793,-122.17,37.75,47,998,211,597,185,31587,100400
2537,-118.14,33.75,39,1995,634,867,567,40795,400000
3844,-122.41,37.75,52,2524,559,1430,476,34073,254700
18497,-117.74,34.04,27,2215,440,1987,449,30429,129600
7648,-118.19,34.12,41,2591,682,2366,583,23071,146400
14536,-119.57,37.94,17,346,130,51,20,34861,137500
11211,-122.08,37.7,25,3402,758,1645,710,34934,209900
8044,-117.66,33.57,16,4277,565,1642,549,80082,286600
2431,-117.59,33.91,7,10223,1491,5205,1509,54871,203400
16815,-122.88,39.14,20,1125,231,521,196,22188,106300
1125,-119.21,34.12,15,5778,1285,1722,829,43427,305800
6543,-121.07,39.23,39,2099,433,929,423,19886,113800
7413,-122.17,37.76,40,1685,343,949,342,18426,94800
8391,-117.49,33.91,17,5364,1020,3754,936,32857,139100
13064,-118.31,34.1,34,399,141,482,134,16250,67500
4219,-121.85,37.39,15,8748,1547,4784,1524,58322,276600
12782,-122.23,37.8,52,783,184,488,186,19375,126600
14772,-122.2,38.1,5,9567,1729,4620,1580,44821,210000
12461,-118.94,34.24,5,10018,1233,4253,1120,89063,500001
12658,-118.26,34.07,52,830,200,701,189,27625,232100
11078,-124.17,41.8,16,2739,480,1259,436,37557,109400
3622,-122.32,37.69,48,592,122,340,143,59660,315200
4192,-117.06,32.63,37,1326,234,612,240,41250,160200
18543,-118.69,34.18,11,1177,138,415,119,100472,500001
9164,-122.74,38.46,9,2268,594,1311,585,26607,91500
13358,-122.26,37.83,52,1656,420,718,382,26768,182300
15344,-124.14,40.6,27,1148,206,521,219,40250,128100
19188,-124.11,40.57,33,1348,234,573,236,24895,74100
7994,-117.91,33.84,35,1244,324,1603,322,29583,175400
15658,-121.99,36.96,42,1275,272,451,200,47321,422400
1963,-120.78,38.73,31,3117,616,1606,588,29844,127900
6992,-122.0,37.31,33,4211,918,2389,861,47234,242200
13244,-122.42,37.8,52,741,170,277,165,44711,500001
8903,-117.82,33.68,3,3068,494,1357,486,79187,333600
19104,-121.84,37.35,22,2914,768,2962,762,22031,164000
2843,-117.69,33.52,3,7374,1444,3214,1279,45380,278200
12335,-118.28,33.75,21,2442,719,1916,646,12276,208300
13435,-117.17,32.76,45,3149,639,1160,661,27266,354200
12905,-118.34,34.05,52,2530,458,1122,449,39167,321600
15707,-118.95,35.32,29,3480,608,2007,541,32738,78700
2006,-118.18,33.83,45,1535,274,591,276,42411,371700
2086,-117.37,34.13,17,2681,470,1621,459,38750,118500
12436,-118.11,34.19,50,1430,186,620,201,95320,483300
10504,-117.09,32.73,28,3109,594,1559,589,35789,120300
8610,-121.88,37.34,52,1390,365,921,352,21442,188900
4483,-118.1,34.09,46,2822,525,1434,520,38906,238300
4864,-121.88,37.25,24,968,240,631,250,28636,240300
3239,-117.67,35.63,32,3661,787,1613,706,30687,63500
7146,-117.35,33.19,28,2823,476,1189,433,51733,198100
1944,-122.05,36.87,18,2232,440,1091,458,38269,276000
1854,-118.38,33.75,23,8277,1290,3176,1159,76986,500001
18613,-118.43,34.17,33,1679,404,933,412,26979,266000
5561,-118.41,34.03,33,1730,386,994,363,37277,500001
7562,-119.15,34.17,23,2239,537,784,497,16037,194300
2084,-117.11,32.59,18,2329,580,1538,567,21179,153100
5404,-121.89,37.25,21,2080,352,1040,325,52887,264500
9805,-117.33,34.05,26,613,149,431,130,13977,73100
10958,-117.84,35.35,28,1913,486,858,371,19962,50800
2515,-118.14,34.08,24,2999,786,2937,796,29405,217800
18430,-119.08,34.17,32,166,22,63,29,73004,125000
3450,-121.78,37.33,10,2829,394,1510,386,66800,359500
14994,-122.14,37.38,26,2859,343,951,336,104277,500001
11939,-120.01,38.91,17,2732,609,1005,499,19851,86700
10818,-119.46,36.25,32,1702,348,1016,350,25000,73600
2520,-120.98,37.67,13,1221,260,682,275,36500,155500
10467,-118.99,37.63,10,7744,1573,483,224,32917,231800
919,-118.37,34.03,39,213,44,138,52,21250,196400
5057,-118.29,34.65,18,6893,1372,2837,1221,33173,218400
11311,-117.88,33.72,38,1421,300,1236,263,39844,165300
15862,-119.18,34.27,6,2307,386,910,364,52150,279500
13130,-118.44,34.04,16,18,6,3,4,5360,350000
3948,-120.72,38.94,10,1604,352,540,190,37625,113200
12308,-117.25,33.06,6,9859,1448,4194,1401,64390,296200
19667,-121.09,39.22,25,2200,439,1045,419,26042,116700
17386,-118.32,34.08,46,2038,534,1250,525,24196,358100
8304,-117.87,33.61,25,2267,359,866,348,77900,500001
7913,-118.19,34.2,41,2031,294,859,302,74190,483700
16584,-117.58,33.85,6,16431,2640,8222,2553,52861,195100
12985,-121.28,38.67,23,1727,264,833,258,54797,160000
6222,-118.2,34.06,46,321,101,401,86,21029,109400
14164,-118.13,34.18,52,3094,519,1309,488,64223,310900
10308,-118.42,34.18,31,2887,646,1626,637,36745,335500
13519,-120.98,37.68,27,4006,762,1806,718,31848,112800
20042,-117.98,33.77,22,3236,673,2034,662,40955,174200
16679,-118.44,33.79,27,2141,260,635,240,116648,500001
15057,-117.4,33.96,51,1806,322,709,298,35750,125500
2704,-117.66,34.05,36,2341,520,2138,523,23347,104000
17628,-120.79,38.7,13,5036,1034,2243,923,23319,138500
1560,-120.37,34.69,18,1868,315,747,265,47946,290600
12267,-118.35,33.97,30,1548,330,757,349,38056,323800
10916,-118.25,33.99,39,1274,319,1362,324,21793,107900
12085,-117.18,32.77,16,2374,780,913,705,27386,87500
1993,-121.94,37.8,8,11336,1657,4089,1555,78287,369200
6081,-118.35,34.02,34,3978,1073,2725,1035,17622,167900
10202,-118.5,34.04,52,2233,317,769,277,83839,500001
11103,-118.21,34.14,25,1908,628,1412,588,22267,189800
3666,-121.83,37.29,20,1649,408,1729,362,33833,115200
16683,-118.33,33.86,38,1059,218,561,205,40000,248600
20521,-118.18,33.95,39,2121,579,1991,528,29094,152200
17859,-117.76,34.71,15,2981,625,1694,540,29541,106700
950,-117.24,33.05,15,3029,555,1559,546,53129,169200
7107,-117.41,33.94,33,2074,476,911,420,28700,117600
160,-118.27,33.95,34,1261,315,1027,303,22946,88800
20497,-121.77,38.67,45,2438,462,1415,510,28351,107200
17049,-117.05,32.75,35,2144,388,1003,383,30938,137300
19187,-118.29,33.98,46,1118,300,786,254,14041,110000
9140,-118.38,34.09,28,4001,1352,1799,1220,25783,272900
680,-117.81,33.79,23,3114,610,2045,577,37500,211900
16798,-122.52,37.92,47,793,163,334,151,58509,317800
16239,-118.51,34.2,34,2871,581,1350,535,37049,227500
12908,-116.96,32.78,26,2807,630,1785,580,21638,132800
9335,-121.53,38.58,33,4988,1169,2414,1075,19728,76400
4510,-118.34,33.88,42,725,183,493,172,32589,233300
5513,-118.39,33.86,28,3619,764,1735,789,61404,368400
66,-121.24,37.98,33,450,123,236,103,11963,80400
10740,-116.97,33.94,29,3197,632,1722,603,30432,91200
4309,-119.82,36.76,46,2194,563,924,542,14028,68500
11302,-117.88,33.84,34,1410,214,837,240,61167,213900
5261,-120.49,37.3,50,985,309,621,250,13125,60900
9299,-117.12,32.95,8,3670,536,1723,592,63541,218100
11362,-114.94,34.55,20,350,95,119,58,16250,50000
17829,-118.25,34.25,34,3150,518,1392,480,49355,336900
17501,-117.18,32.74,20,1165,269,459,244,31750,191700
17199,-117.08,32.64,43,1005,230,548,252,18672,145800
15317,-118.42,34.03,44,629,131,326,156,45278,374300
12198,-117.95,33.78,26,4115,883,2184,825,39536,191000
5426,-119.76,36.79,32,2463,468,1261,486,33281,75100
20397,-118.16,33.94,25,3341,789,1685,751,36936,238300
13715,-122.39,37.57,35,520,83,185,76,64865,450000
4112,-117.67,33.54,15,2423,435,1366,423,48906,181800
2995,-118.35,33.89,25,1769,440,1371,414,30833,232700
6252,-119.31,36.63,26,1874,416,1834,432,16486,55200
8341,-122.33,38.31,14,6778,947,2768,1014,61952,258900
2464,-118.15,33.76,36,2916,785,1183,749,35985,500001
5682,-117.76,34.05,36,3839,1004,4711,942,23859,116200
8539,-118.42,34.02,21,3244,815,1423,781,36488,340800
14117,-122.37,37.6,26,15,3,11,3,50480,350000
717,-117.47,33.94,34,559,139,532,137,30687,88500
18059,-121.82,39.75,37,2236,372,974,379,32016,97000
5274,-116.99,32.85,32,5211,949,3025,948,40931,134200
422,-120.94,40.14,31,3127,664,1345,580,15774,58000
9525,-117.38,33.89,12,3964,524,1707,549,51624,267900
15288,-118.07,33.72,32,1179,250,369,209,51824,500001
6258,-118.45,34.05,23,4099,1287,2103,1217,37549,275000
12023,-118.1,34.15,14,1442,369,782,343,27431,177500
5783,-118.41,34.15,33,4032,868,1695,869,43468,425900
14946,-121.21,37.8,33,1862,429,971,389,26053,99200
18287,-122.18,37.75,45,330,76,282,80,40469,80700
1220,-122.1,40.03,25,2516,543,1266,494,17566,58400
4557,-122.44,37.76,52,2509,496,855,478,50731,405400
17405,-122.29,38.3,52,1219,288,847,283,16691,183300
8760,-118.17,34.11,26,4971,996,2370,932,49676,381400
12822,-116.98,32.74,16,3361,537,1754,578,51098,162300
20587,-117.86,33.87,12,1600,251,685,256,51784,254000
17256,-121.84,37.32,22,3015,581,2491,530,43419,176300
17161,-118.3,34.05,34,1453,588,1987,589,20960,187500
16320,-117.59,34.03,16,3443,562,2130,564,50769,161400
1057,-122.08,37.95,24,3173,548,1351,536,50672,243000
10320,-119.03,36.07,26,3210,646,1908,642,24167,77600
14431,-117.88,33.89,19,3583,911,2300,871,30214,218400
3332,-117.48,34.0,12,6751,1153,3266,1134,38529,145500
2727,-118.3,34.26,37,2824,633,1619,573,35568,184500
5605,-117.24,32.81,33,1588,289,683,301,54103,332400
9112,-121.9,37.25,20,5483,1079,2892,1057,46845,250000
5505,-120.51,37.29,20,4927,1042,4205,1009,17679,79800
6568,-122.04,38.24,30,2081,456,1005,438,19954,92900
4374,-121.92,38.02,8,2750,479,1526,484,51020,156500
140,-117.96,33.87,35,1972,367,1152,356,37222,187500
16,-119.76,36.82,17,6932,1486,3056,1453,23375,99300
17350,-121.99,37.97,30,3320,589,1470,543,46071,184100
11699,-118.23,34.21,29,2584,608,1217,568,33287,273400
10490,-116.39,33.82,15,11115,2257,4122,1653,27219,74400
15990,-119.74,34.38,32,1479,287,830,288,53450,322600
12915,-118.4,33.88,35,1753,296,615,275,75000,500001
8399,-118.24,33.94,34,796,180,673,144,20769,88300
14200,-117.88,33.78,26,3141,670,1572,724,33472,237400
15938,-122.08,37.34,28,1643,216,594,205,123670,500001
18718,-118.53,34.44,19,1285,195,650,193,60397,217800
13166,-122.41,37.79,52,5783,2747,4518,2538,17240,225000
16760,-122.46,37.79,52,2059,416,999,402,37419,500001
20331,-115.6,32.87,3,1629,317,1005,312,41293,83200
17075,-117.66,34.13,17,3229,405,1289,407,63842,307100
19648,-118.37,34.06,52,843,160,333,151,45192,446000
4934,-118.42,33.93,39,2988,605,1466,610,49286,341400
18158,-117.91,34.07,33,2938,561,1519,549,45594,204200
3914,-121.86,37.31,24,1939,652,1808,625,22259,112500
5674,-117.93,33.77,36,3157,582,1842,561,45833,190700
2392,-122.06,37.36,35,2693,493,1343,455,60777,327500
5355,-118.32,34.17,40,1868,356,799,403,29306,279300
2157,-117.06,32.64,30,4494,667,1883,680,57660,186100
1603,-120.46,34.64,37,1697,334,740,272,23804,148000
9927,-117.54,34.47,4,6712,1200,3126,1026,32277,126500
14404,-122.56,41.69,21,2010,360,947,306,24107,70100
19316,-118.43,34.3,28,271,61,246,62,17062,164600
13047,-118.52,34.04,43,2167,254,761,256,136842,500001
4541,-121.5,38.59,43,88,21,119,19,17250,67500
15940,-118.22,33.99,24,1402,482,1976,466,26964,163200
20064,-118.29,33.74,52,1438,472,1018,399,22188,306700
11497,-116.96,32.79,17,5236,1325,3308,1233,23221,138800
2513,-117.83,33.67,17,2634,641,1454,560,37976,275000
4913,-119.79,36.74,35,853,296,1228,289,10512,39600
5574,-116.09,34.15,13,9444,1997,4166,1482,26111,65600
4397,-122.16,37.73,52,1114,206,425,207,25625,175000
17132,-122.15,37.47,37,1844,382,1634,417,27993,145500
5408,-122.08,37.64,23,1897,440,1109,418,31420,179500
6869,-122.29,38.3,52,144,54,89,48,10096,162500
6034,-118.32,33.98,47,949,210,574,217,21750,114700
15016,-120.87,37.5,7,4966,985,2431,904,31042,122500
5009,-117.28,34.41,14,2105,396,960,396,29934,118200
12698,-117.17,33.66,2,7401,1187,2826,839,41386,177300
5923,-122.7,38.99,18,1177,224,181,105,23558,134700
14114,-118.31,34.06,52,2124,756,1920,756,21435,328900
17201,-118.45,34.24,11,9053,2193,7096,2038,35082,136500
5405,-120.38,36.76,12,932,244,1043,243,14038,54300
7876,-120.69,37.59,27,1170,227,660,222,23906,81800
9307,-119.22,34.34,29,3128,672,1815,648,29821,175700
20318,-121.92,37.32,39,836,254,704,272,35256,192600
20216,-117.88,33.89,18,1616,532,866,496,36435,119100
8987,-121.08,38.67,10,2499,331,1040,333,68440,239600
192,-121.41,38.34,24,1605,277,1966,250,30833,162500
